CUSTOMER_NUMBER,COMPANY_NAME,PRIMARY_INDUSTRY,REVENUES (IN MILLIONS DOLLAR),CATEGORY,Account_number
959129759,Calumet Specialty Products Partners LP,Petroleum & Coal Products,36934,CAT-B,38692334
959129760,Valvoline Inc,Petroleum & Coal Products,27051,CAT-C,38692335
959129761,"Patrick Industries, Inc",Wood Products,532,CAT-G,38692336
959129762,Southwestern Energy Co,Petroleum & Coal Products,36318,CAT-B,38692337
959129763,Vishay Intertechnology Inc,Computers & Other Electronic Products,21911,CAT-C,38692338
959129764,Kronos Worldwide Inc,Chemicals,23424,CAT-C,38692339
959129765,Chemours Co,Chemicals,10955,CAT-D,38692340
959129766,Carpenter Technology Corp,Primary Metals,4367,CAT-F,38692341
959129767,Hubbell Inc,Electrical Equipment & Appliances,30132,CAT-B,38692342
959129768,Acushnet Holdings Corp,Miscellaneous,26428,CAT-C,38692343
959129769,Allison Transmission Holdings Inc,Motor Vehicle Parts,17288,CAT-D,38692344
959129770,Zoetis Inc,Pharmaceuticals,47113,CAT-A,38692345
959129771,Oshkosh Corp,Motor Vehicles,32017,CAT-B,38692346
959129772,Titan International Inc,Primary Metals,27241,CAT-C,38692347
959129773,Williams Cos Inc,Petroleum & Coal Products,49549,CAT-A,38692348
959129774,NewMarket Corp,Chemicals,48231,CAT-A,38692349
959129775,Minerals Technologies Inc,Chemicals,14187,CAT-D,38692350
959129776,Heico Corp,Aerospace & Defense,2176,CAT-F,38692351
959129777,Nike Inc,Apparel,23768,CAT-C,38692352
959129778,Noranda Aluminum Holding Corp,Fabricated Metal Products,44127,CAT-A,38692353
959129779,PVH Corp,Apparel,20806,CAT-C,38692354
959129780,AK Steel Holding Corp,Primary Metals,22072,CAT-C,38692355
959129781,Maxim Integrated Products Inc,Computers & Other Electronic Products,19663,CAT-D,38692356
959129782,AptarGroup Inc,Plastics,31641,CAT-B,38692357
959129783,General Mills Inc,Food,19501,CAT-D,38692358
959129784,Woodward Governor Co,Electrical Equipment & Appliances,2610,CAT-F,38692359
959129785,Mondelez International Inc,Food,37091,CAT-B,38692360
959129786,Manitowoc Co Inc,Machinery,49914,CAT-A,38692361
959129787,Alliance One International Inc,Tobacco,36264,CAT-B,38692362
959129788,Cooper Tire & Rubber Co,Rubber Products,46779,CAT-A,38692363
959129789,Lamb Weston Holdings Inc,Food,17570,CAT-D,38692364
959129790,Valhi Inc,Chemicals,32423,CAT-B,38692365
959129791,Cubic Corp,Instruments,18148,CAT-D,38692366
959129792,KLA-Tencor Corp,Computers & Other Electronic Products,47518,CAT-A,38692367
959129793,PepsiCo Inc,Beverages,7841,CAT-E,38692368
959129794,NetApp Inc,Computers & Other Electronic Products,12198,CAT-D,38692369
959129795,Eastman Kodak Co,Chemicals,2892,CAT-F,38692370
959129796,Noranda Aluminum Holding Corp,Fabricated Metal Products,44127,CAT-A,38692371
959129797,Plexus Corp,Computers & Other Electronic Products,5710,CAT-E,38692372
959129798,Universal Corp,Tobacco,20073,CAT-C,38692373
959129799,EOG Resources Inc,Petroleum & Coal Products,18319,CAT-D,38692374
959129800,Western Gas Equity Partners LP,Petroleum & Coal Products,38975,CAT-B,38692375
959129801,Vishay Intertechnology Inc,Computers & Other Electronic Products,21911,CAT-C,38692376
959129802,Valvoline Inc,Petroleum & Coal Products,27051,CAT-C,38692377
959129803,Devon Energy Corp,Petroleum & Coal Products,16445,CAT-D,38692378
959129804,Real Industry Inc,Fabricated Metal Products,15988,CAT-D,38692379
959129805,SunPower Corp,Electrical Equipment & Appliances,39217,CAT-B,38692380
959129806,PolyOne Corp,Plastics,14293,CAT-D,38692381
959129807,Oshkosh Corp,Motor Vehicles,32017,CAT-B,38692382
959129808,Regeneron Pharmaceuticals Inc,Pharmaceuticals,20344,CAT-C,38692383
959129809,Cooper-Standard Holdings Inc,Motor Vehicle Parts,24195,CAT-C,38692384
959129810,Global Brass & Copper Holdings Inc,Fabricated Metal Products,24058,CAT-C,38692385
959129811,Seneca Foods Corp,Food,44484,CAT-A,38692386
959129812,NCR Corp,Computers & Other Electronic Products,42272,CAT-A,38692387
959129813,Motorola Solutions Inc,Communications Equipment,10954,CAT-D,38692388
959129814,Zebra Technologies Corp,Machinery,3189,CAT-F,38692389
959129815,Analog Devices Inc,Computers & Other Electronic Products,30622,CAT-B,38692390
959129816,WhiteWave Foods Co,Food,7609,CAT-E,38692391
959129817,NCI Building Systems Inc,Fabricated Metal Products,5866,CAT-E,38692392
959129818,Monster Beverage Corp,Beverages,14171,CAT-D,38692393
959129819,TreeHouse Foods Inc,Food,33048,CAT-B,38692394
959129820,HP Inc,Computers & Other Electronic Products,39677,CAT-B,38692395
959129821,Zebra Technologies Corp,Machinery,3189,CAT-F,38692396
959129822,Vulcan Materials Co,"Stone, Clay, Glass & Concrete Products",23726,CAT-C,38692397
959129823,EQT Corp,Petroleum & Coal Products,16499,CAT-D,38692398
959129824,Dow Chemical Co,Chemicals,14571,CAT-D,38692399
959129825,Deluxe Corp,Publishing & Printing,49134,CAT-A,38692400
959129826,Rockwell Automation Inc,Electrical Equipment & Appliances,21418,CAT-C,38692401
959129827,Hillenbrand Inc,Wood Products,42132,CAT-A,38692402
959129828,Dow Chemical Co,Chemicals,14571,CAT-D,38692403
959129829,Platform Specialty Products Corp,Chemicals,23782,CAT-C,38692404
959129830,Tower International Inc,Motor Vehicle Parts,42973,CAT-A,38692405
959129831,Teradyne Inc,Instruments,2537,CAT-F,38692406
959129832,Time Inc,Publishing & Printing,22885,CAT-C,38692407
959129833,Moog Inc,Machinery,9117,CAT-E,38692408
959129834,MDU Resources Group Inc,Miscellaneous,16717,CAT-D,38692409
959129835,Campbell Soup Co,Food,44104,CAT-A,38692410
959129836,Fortune Brands Home & Security Inc,Fabricated Metal Products,38708,CAT-B,38692411
959129837,B&G Foods Inc (New),Food,23372,CAT-C,38692412
959129838,Johnson & Johnson,Pharmaceuticals,19328,CAT-D,38692413
959129839,S&P Global Inc,Publishing & Printing,32197,CAT-B,38692414
959129840,Cisco Systems Inc,Computers & Other Electronic Products,2960,CAT-F,38692415
959129841,SPX Corp,Machinery,9797,CAT-E,38692416
959129842,Esterline Technologies Corp,Machinery,13861,CAT-D,38692417
959129843,Veritiv Corp,Machinery,48771,CAT-A,38692418
959129844,A Schulman Inc,Chemicals,1116,CAT-F,38692419
959129845,Harman International Inds Inc,Computers & Other Electronic Products,23765,CAT-C,38692420
959129846,Pitney Bowes Inc,Computers & Other Electronic Products,12392,CAT-D,38692421
959129847,Pacific Ethanol Inc,Chemicals,34122,CAT-B,38692422
959129848,Southwestern Energy Co,Petroleum & Coal Products,36318,CAT-B,38692423
959129849,Spectra Energy Corp Inc,Petroleum & Coal Products,42464,CAT-A,38692424
959129850,Worthington Industries Inc,Primary Metals,45718,CAT-A,38692425
959129851,Brown-Forman Corp,Beverages,12496,CAT-D,38692426
959129852,Du Pont & Co,Chemicals,39026,CAT-B,38692427
959129853,Chesapeake Energy Corp,Petroleum & Coal Products,35900,CAT-B,38692428
959129854,Regal Beloit Corp,Machinery,36359,CAT-B,38692429
959129855,AdvancePierre Foods Holdings Inc,Food,21173,CAT-C,38692430
959129856,Graphic Packaging Holding Co,Paper,33858,CAT-B,38692431
959129857,Procter & Gamble Co,Chemicals,7077,CAT-E,38692432
959129858,Illinois Tool Works Inc,Fabricated Metal Products,46518,CAT-A,38692433
959129859,La-Z-Boy Inc,Furniture & Fixtures,11041,CAT-D,38692434
959129860,Titan International Inc,Primary Metals,27241,CAT-C,38692435
959129861,EnPro Industries Inc,Motor Vehicle Parts,47382,CAT-A,38692436
959129862,Fitbit Inc,Computers & Other Electronic Products,45929,CAT-A,38692437
959129863,Renewable Energy Group Inc,Petroleum & Coal Products,41548,CAT-A,38692438
959129864,Chemtura Corp,Chemicals,45216,CAT-A,38692439
959129865,Philip Morris International Inc,Tobacco,5153,CAT-E,38692440
959129866,Hillenbrand Inc,Wood Products,42132,CAT-A,38692441
959129867,Polaris Industries Inc,"Railcars, Ships, & Other Trans Equip",48247,CAT-A,38692442
959129868,Plexus Corp,Computers & Other Electronic Products,5710,CAT-E,38692443
959129869,Cooper Tire & Rubber Co,Rubber Products,46779,CAT-A,38692444
959129870,National Oilwell Varco Inc,Machinery,48345,CAT-A,38692445
959129871,Harley-Davidson Inc,Motor Vehicles,48872,CAT-A,38692446
959129872,Armstrong World Industries Inc,Rubber Products,16244,CAT-D,38692447
959129873,Federal-Mogul Corp,Motor Vehicle Parts,14544,CAT-D,38692448
959129874,Amphenol Corp,Computers & Other Electronic Products,45176,CAT-A,38692449
959129875,Hess Corp,Petroleum & Coal Products,20877,CAT-C,38692450
959129876,FLIR Systems Inc,Electrical Equipment & Appliances,15922,CAT-D,38692451
959129877,Platform Specialty Products Corp,Chemicals,23782,CAT-C,38692452
959129878,Dover Corp,Machinery,34655,CAT-B,38692453
959129879,Thermo Fisher Scientific Inc,Instruments,40277,CAT-A,38692454
959129880,Campbell Soup Co,Food,44104,CAT-A,38692455
959129881,LSC Communications Inc,Publishing & Printing,42326,CAT-A,38692456
959129882,Colfax Corp,Machinery,41504,CAT-A,38692457
959129883,Fitbit Inc,Computers & Other Electronic Products,45929,CAT-A,38692458
959129884,Intel Corp,Computers & Other Electronic Products,40870,CAT-A,38692459
959129885,Constellation Brands Inc,Beverages,42807,CAT-A,38692460
959129886,Armstrong Flooring Inc,Plastics,23413,CAT-C,38692461
959129887,Atkore International Group Inc,Electrical Equipment & Appliances,41490,CAT-A,38692462
959129888,CMS Energy Corp,Petroleum & Coal Products,11306,CAT-D,38692463
959129889,Williams Partners LP,Petroleum & Coal Products,42820,CAT-A,38692464
959129890,Murphy Oil Corp,Petroleum & Coal Products,24868,CAT-C,38692465
959129891,Sherwin-Williams Co,Chemicals,39052,CAT-B,38692466
959129892,Tronox Ltd,Chemicals,40897,CAT-A,38692467
959129893,Newfield Exploration Co,Petroleum & Coal Products,42560,CAT-A,38692468
959129894,Eli Lilly & Co,Pharmaceuticals,28210,CAT-C,38692469
959129895,Heico Corp,Aerospace & Defense,2176,CAT-F,38692470
959129896,CVR Refining LP,Petroleum & Coal Products,6861,CAT-E,38692471
959129897,Martin Marietta Materials Inc,"Stone, Clay, Glass & Concrete Products",6526,CAT-E,38692472
959129898,Platform Specialty Products Corp,Chemicals,23782,CAT-C,38692473
959129899,Murphy Oil Corp,Petroleum & Coal Products,24868,CAT-C,38692474
959129900,Amkor Technology Inc,Computers & Other Electronic Products,9393,CAT-E,38692475
959129901,Spirit AeroSystems Holdings Inc,Aerospace & Defense,18093,CAT-D,38692476
959129902,United Technologies Corp,Aerospace & Defense,805,CAT-G,38692477
959129903,Valspar Corp,Chemicals,16358,CAT-D,38692478
959129904,Fortune Brands Home & Security Inc,Fabricated Metal Products,38708,CAT-B,38692479
959129905,Par Pacific Holdings Inc,Petroleum & Coal Products,29885,CAT-C,38692480
959129906,Cree Inc,Computers & Other Electronic Products,29207,CAT-C,38692481
959129907,Briggs & Stratton Corp,Machinery,11044,CAT-D,38692482
959129908,Packaging Corp,of America Paper,26341,CAT-C,38692483
959129909,Gannett Co Inc,Publishing & Printing,44360,CAT-A,38692484
959129910,CVR Energy Inc,Petroleum & Coal Products,49856,CAT-A,38692485
959129911,Entegris Inc,Plastics,35537,CAT-B,38692486
959129912,Dean Foods Co,Food,30092,CAT-B,38692487
959129913,PolyOne Corp,Plastics,14293,CAT-D,38692488
959129914,General Electric Co,Electrical Equipment & Appliances,4633,CAT-F,38692489
959129915,Guess Inc,Apparel,4805,CAT-F,38692490
959129916,United Therapeutics Corp,Pharmaceuticals,31067,CAT-B,38692491
959129917,Domtar Corp,Paper,24887,CAT-C,38692492
959129918,Pitney Bowes Inc,Computers & Other Electronic Products,12392,CAT-D,38692493
959129919,B&G Foods Inc (New),Food,23372,CAT-C,38692494
959129920,Valmont Industries Inc,Miscellaneous,23366,CAT-C,38692495
959129921,Newell Rubbermaid Inc,Miscellaneous,30228,CAT-B,38692496
959129922,SunPower Corp,Electrical Equipment & Appliances,39217,CAT-B,38692497
959129923,Advanced Micro Devices Inc,Computers & Other Electronic Products,5798,CAT-E,38692498
959129924,Tenneco Inc,Motor Vehicle Parts,40706,CAT-A,38692499
959129925,Texas Instruments Inc,Computers & Other Electronic Products,46001,CAT-A,38692500
959129926,Kraft Heinz Co,Food,40559,CAT-A,38692501
959129927,Linear Technology Corp,Computers & Other Electronic Products,14425,CAT-D,38692502
959129928,Edwards Lifesciences Corp,Pharmaceuticals,8022,CAT-E,38692503
959129929,Packaging Corp,of America Paper,26341,CAT-C,38692504
959129930,Rockwell Collins Inc,Communications Equipment,35287,CAT-B,38692505
959129931,Herman Miller Inc,Furniture & Fixtures,35816,CAT-B,38692506
959129932,"Cirrus Logic, Inc",Computers & Other Electronic Products,1545,CAT-F,38692507
959129933,First Solar Inc,Electrical Equipment & Appliances,19695,CAT-D,38692508
959129934,Kaiser Aluminum Corp,Fabricated Metal Products,49918,CAT-A,38692509
959129935,Columbia Sportswear Co,Apparel,36902,CAT-B,38692510
959129936,Real Industry Inc,Fabricated Metal Products,15988,CAT-D,38692511
959129937,Vista Outdoor Inc,Miscellaneous,5317,CAT-E,38692512
959129938,Genesis Energy LP,Petroleum & Coal Products,47421,CAT-A,38692513
959129939,Philip Morris International Inc,Tobacco,5153,CAT-E,38692514
959129940,Eastman Chemical Co,Chemicals,31210,CAT-B,38692515
959129941,"U S Concrete, Inc","Stone, Clay, Glass & Concrete Products",19811,CAT-D,38692516
959129942,Kraton Performance Polymers Inc,Plastics,32296,CAT-B,38692517
959129943,TTM Technologies Inc,Computers & Other Electronic Products,40538,CAT-A,38692518
959129944,Eli Lilly & Co,Pharmaceuticals,28210,CAT-C,38692519
959129945,SunPower Corp,Electrical Equipment & Appliances,39217,CAT-B,38692520
959129946,AVX Corp,Computers & Other Electronic Products,7669,CAT-E,38692521
959129947,Crown Holdings Inc,Fabricated Metal Products,43375,CAT-A,38692522
959129948,Thor Industries Inc,Motor Vehicles,6130,CAT-E,38692523
959129949,Philip Morris International Inc,Tobacco,5153,CAT-E,38692524
959129950,Western Digital Corp,Computers & Other Electronic Products,43412,CAT-A,38692525
959129951,Danaher Corp,Miscellaneous,46068,CAT-A,38692526
959129952,Corning Inc,Communications Equipment,36771,CAT-B,38692527
959129953,Goodyear Tire & Rubber Co,Rubber Products,35420,CAT-B,38692528
959129954,Mueller Industries Inc,Primary Metals,37592,CAT-B,38692529
959129955,John Wiley & Sons Inc,Publishing & Printing,42362,CAT-A,38692530
959129956,Allison Transmission Holdings Inc,Motor Vehicle Parts,17288,CAT-D,38692531
959129957,Procter & Gamble Co,Chemicals,7077,CAT-E,38692532
959129958,Worthington Industries Inc,Primary Metals,45718,CAT-A,38692533
959129959,Marathon Oil Corp,Petroleum & Coal Products,3967,CAT-F,38692534
959129960,NetApp Inc,Computers & Other Electronic Products,12198,CAT-D,38692535
959129961,Freeport-McMoRan Inc,Primary Metals,41287,CAT-A,38692536
959129962,Middleby Corp,Electrical Equipment & Appliances,19630,CAT-D,38692537
959129963,Harman International Inds Inc,Computers & Other Electronic Products,23765,CAT-C,38692538
959129964,Amphenol Corp,Computers & Other Electronic Products,45176,CAT-A,38692539
959129965,Carter's Inc,Apparel,5563,CAT-E,38692540
959129966,Chemtura Corp,Chemicals,45216,CAT-A,38692541
959129967,A O Smith Corp,Electrical Equipment & Appliances,37665,CAT-B,38692542
959129968,Motorola Solutions Inc,Communications Equipment,10954,CAT-D,38692543
959129969,Packaging Corp,of America Paper,26341,CAT-C,38692544
959129970,Scotts Miracle-Gro Co,Chemicals,27185,CAT-C,38692545
959129971,DENTSPLY SIRONA Inc,Medical Instruments & Equipment,2189,CAT-F,38692546
959129972,Alexion Pharmaceuticals Inc,Pharmaceuticals,22502,CAT-C,38692547
959129973,Coty Inc,Chemicals,8127,CAT-E,38692548
959129974,J M Smucker Co,Food,38875,CAT-B,38692549
959129975,General Dynamics Corp,"Railcars, Ships, & Other Trans Equip",6685,CAT-E,38692550
959129976,Boston Scientific Corp,Medical Instruments & Equipment,7468,CAT-E,38692551
959129977,EQT Corp,Petroleum & Coal Products,16499,CAT-D,38692552
959129978,Cooper Companies Inc,Medical Instruments & Equipment,4809,CAT-F,38692553
959129979,AMETEK Inc,Instruments,44673,CAT-A,38692554
959129980,Dean Foods Co,Food,30092,CAT-B,38692555
959129981,Guess Inc,Apparel,4805,CAT-F,38692556
959129982,Goodyear Tire & Rubber Co,Rubber Products,35420,CAT-B,38692557
959129983,IDEXX Laboratories Inc,Chemicals,7473,CAT-E,38692558
959129984,Visteon Corp,Motor Vehicle Parts,28712,CAT-C,38692559
959129985,Baker Hughes Inc,Machinery,24179,CAT-C,38692560
959129986,Illinois Tool Works Inc,Fabricated Metal Products,46518,CAT-A,38692561
959129987,Gannett Co Inc,Publishing & Printing,44360,CAT-A,38692562
959129988,Plexus Corp,Computers & Other Electronic Products,5710,CAT-E,38692563
959129989,Linear Technology Corp,Computers & Other Electronic Products,14425,CAT-D,38692564
959129990,General Cable Corp,Fabricated Metal Products,5481,CAT-E,38692565
959129991,Alexion Pharmaceuticals Inc,Pharmaceuticals,22502,CAT-C,38692566
959129992,MPM Holdings Inc,Chemicals,25927,CAT-C,38692567
959129993,Lear Corp,Motor Vehicle Parts,3447,CAT-F,38692568
959129994,SM Energy Co,Petroleum & Coal Products,7967,CAT-E,38692569
959129995,Belden Inc,Electrical Equipment & Appliances,13205,CAT-D,38692570
959129996,ResMed Inc,Medical Instruments & Equipment,2025,CAT-F,38692571
959129997,Harley-Davidson Inc,Motor Vehicles,48872,CAT-A,38692572
959129998,Eastman Chemical Co,Chemicals,31210,CAT-B,38692573
959129999,Spectra Energy Corp Inc,Petroleum & Coal Products,42464,CAT-A,38692574
959130000,IDEX Corporation,Machinery,31018,CAT-B,38692575
959130001,G-III Apparel Group Ltd,Apparel,24974,CAT-C,38692576
959130002,Delek US Holdings Inc,Petroleum & Coal Products,13364,CAT-D,38692577
959130003,Atkore International Group Inc,Electrical Equipment & Appliances,41490,CAT-A,38692578
959130004,Ciena Corp,Communications Equipment,15494,CAT-D,38692579
959130005,Valmont Industries Inc,Miscellaneous,23366,CAT-C,38692580
959130006,IBM Corp,Computers & Other Electronic Products,43467,CAT-A,38692581
959130007,Atkore International Group Inc,Electrical Equipment & Appliances,41490,CAT-A,38692582
959130008,NU Skin Enterprises Inc,Pharmaceuticals,29458,CAT-C,38692583
959130009,Builders FirstSource Inc,Wood Products,29078,CAT-C,38692584
959130010,Genesis Energy LP,Petroleum & Coal Products,47421,CAT-A,38692585
959130011,West Pharmaceutical Services Inc,Rubber Products,9842,CAT-E,38692586
959130012,Visteon Corp,Motor Vehicle Parts,28712,CAT-C,38692587
959130013,Packaging Corp,of America Paper,26341,CAT-C,38692588
959130014,Veritiv Corp,Machinery,48771,CAT-A,38692589
959130015,Dominion Energy Inc,Petroleum & Coal Products,42097,CAT-A,38692590
